feature,logFC,AveExpr,t,P.Value,adj.P.Val,B,adjP_fmt,P_fmt
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,-0.0110644640655549,0.00319849322264086,-0.454582192155995,0.649614195589797,0.973398620625947,-8.62698480163738,9.73e-01,6.50e-01
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens,-0.000871489333113935,-0.00707564396878721,-0.45188439159909,0.651555240137057,0.973398620625947,-8.62820923291912,9.73e-01,6.52e-01
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94,-0.00375552379716008,-0.00355167618539876,-0.451863848816626,0.651570029606968,0.973398620625947,-8.62821852858739,9.73e-01,6.52e-01
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,-0.00730183100560086,0.0088183719717076,-0.451657221455426,0.651718795541341,0.973398620625947,-8.62831200458148,9.73e-01,6.52e-01
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger,-0.000952354611914114,-0.00713896753310708,-0.449340120273534,0.653387994952748,0.973398620625947,-8.62935731074111,9.73e-01,6.53e-01
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,-0.0155017191261967,0.0497189704666701,-0.438519608940074,0.661205844512613,0.973398620625947,-8.63416761340966,9.73e-01,6.61e-01
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans,-0.00119827819870574,-0.00666993818051873,-0.43724183486709,0.662131513071444,0.973398620625947,-8.63472791902923,9.73e-01,6.62e-01
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47,-0.000155513683424977,-0.00782560928874081,-0.436207498592877,0.662881205506481,0.973398620625947,-8.63518028035522,9.73e-01,6.63e-01
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,-0.00643319969048081,-0.00159259598785181,-0.43545329769596,0.663428068012726,0.973398620625947,-8.6355094511191,9.73e-01,6.63e-01
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,-0.00287304029976089,-0.00454105154596482,-0.433080570840848,0.665149677593819,0.973398620625947,-8.63654131503118,9.73e-01,6.65e-01
